Gamma,Uniform
0.9690294337804543,0.9692716925534444
0.9196436915929382,0.9204346037021737
0.9542320090346933,0.9535927904125802
1.0266468365738466,1.027961442235447
1.0119559680597972,1.0113670810418736
0.9320913353983445,0.9306714306020017
0.9823471725445546,0.9809569586924579
1.1185612086361278,1.117885270498839
1.1187475174233743,1.1196948698653229
0.9239368687244087,0.9217364872069087
0.9176115366319311,0.9189429849777236
0.8973821567288894,0.8971640266889499
0.9353627070065641,0.9330002128689403
0.9546994749494144,0.9557200682224487
0.8586779076131436,0.8588367161347352
0.9112667573011233,0.9115642684606446
0.9750908978739693,0.9750526130737434
1.0839568010039533,1.0837828068856297
0.9169534678519075,0.9153408594445187
1.118266706665418,1.1185882579988513
0.9374938819024657,0.9376747705594264
1.1436466115192159,1.1445870821234403
0.9057505167306054,0.9064781260047726
1.0073766530413033,1.007574420114154
1.076149546366468,1.0770755791661195
0.9198932486818657,0.9213438472863432
1.1429199506530472,1.140899237826126
1.0787545169743002,1.080167477679265
1.0695131462462224,1.071795847357478
0.9677082801190944,0.9667130623325826
1.2003297518470608,1.1997313450412257
1.0515144205870322,1.0517526426138717
1.0449807730474734,1.0455801507322036
0.9791543230602306,0.977619638042791
0.9550671793643978,0.9551149383296466
0.8995625030913147,0.8995332367529197
1.0051753247993727,1.0051789699463054
1.0679819951318092,1.0673434079535566
1.0579408312624003,1.0565418598394583
1.0578478215956402,1.0588197967104278
0.902288284418491,0.9010881630644726
0.9913709817848129,0.9913829301888676
1.126956639101521,1.1237061429040074
0.9647744580357186,0.9647132058274146
1.0083130837420344,1.0071037642662537
0.9359962092415757,0.9354221135507581
0.9552476683373765,0.9563458683096242
1.043837481625306,1.0435987344720912
0.972208545613974,0.9716982561434255
1.1165441837573353,1.1170465121234439
0.9844922675782687,0.9828378408825119
0.9892677431660432,0.9889244724572629
1.0676541707788296,1.0665308108316551
1.0925136488043985,1.0927833398896802
1.152773620903937,1.153058871377584
0.9097401677307955,0.90867586383369
0.9329079443945537,0.9331359065664722
0.995122081930862,0.995038949327241
0.9639355987936977,0.9642197677535853
1.0880892092025185,1.0854390806053704
1.0330875808034468,1.0326033252601095
1.027734107376064,1.0293779694890968
1.0692237108169937,1.069134278007199
1.152254930747163,1.152136960096844
1.0365910988087486,1.0356394023743514
0.9747428959230711,0.9737404804555965
1.059635233827917,1.0598328667781487
0.9288959311780681,0.9310819471903047
1.0386400666285918,1.0396200349852396
1.0786075935823245,1.0782852743232678
0.9170394675899847,0.9170192185031018
0.9877751507398349,0.9869830858977592
0.8694677467906613,0.8694348196457246
1.018989153113531,1.0188274056441753
0.9753630217133923,0.9755136136996502
1.0779056485432414,1.0767801386626932
0.9943362981316335,0.9933823469223287
0.9670586959918804,0.9676540668396243
0.9588580230671032,0.9591489711778124
1.1471206825037432,1.1472214870364632
1.2009168624038922,1.201348059008974
1.0324159998856213,1.033043685695891
1.0108957543763952,1.0104402677942028
1.053032095271629,1.0516509525448743
0.9148744609455154,0.9139727236549937
0.9178209914793464,0.9188672501062243
1.0482582504506648,1.0484822639666116
1.0716695330318367,1.0739460804903873
0.8783986985127809,0.878874092955831
0.9294512821386063,0.9294376497027206
0.9000514853930832,0.8994783737648635
0.9462179172174278,0.9452919024752908
1.0374921580030037,1.0374547451657292
1.0289155712623836,1.0291411910324255
0.8958661862298468,0.8962593037300419
1.0658627701932226,1.0667574846692607
1.0685141697946539,1.068890041889254
1.1105931020329125,1.110622143791789
0.978421010531382,0.977810345597372
0.9538769341764819,0.9536696789066044
0.9509424214327864,0.9507174539095522
1.0211762875400903,1.0225008979107792
1.0263270402778812,1.0266808053723153
1.048849649392606,1.0488503418369033
0.8774833236714931,0.8768687478983956
1.0074175290592153,1.008122499380336
0.9289985270869558,0.9301301508039942
0.9765855588596729,0.9751456467859096
1.0009369910739825,1.0008509605962648
0.9436280439274447,0.9435978151541993
0.978597713358637,0.9799285292574197
0.9320124371649247,0.9314863222935226
1.0476664169832572,1.046984794233738
0.9841646237121324,0.9843089915907178
1.035687388375668,1.035556503717215
0.9268969481373004,0.926139264370202
1.0992981547237473,1.1012955645749303
1.0639145816801485,1.0640751287854997
1.0487327597862692,1.0489997858317028
0.9809284114683146,0.9811324580565784
0.9363577424205157,0.9343220994200896
0.953258251030165,0.9543326132930846
1.1404908369887663,1.1413517571356258
1.0084210451975855,1.00951563636362
1.0642097983758119,1.064672440746185
1.0687636268236995,1.0671907189376424
1.0125444561375196,1.0146040392732845
1.107098741069818,1.108346853537609
1.0623309563362116,1.0640281323126584
0.9173395141000908,0.9176021761553659
0.9023422685017447,0.9030930774210828
0.9670103393772402,0.9668993967398394
1.057473760592355,1.05673531423647
1.0588214929398556,1.0585773129896712
0.9094999893487319,0.9079882854160048
0.9624172132138792,0.9635707429385477
1.0317930788701175,1.0309336157072804
1.053884766378858,1.0537929196491786
0.9100996575675252,0.9110907869062532
0.9861454029614535,0.9864185813796166
0.9861733201744152,0.9869802145224102
1.055342244042148,1.0553877712807476
0.9698763599013117,0.9709725192391916
0.9915152849263921,0.991771772059663
1.0756763236096145,1.0759441502449085
0.9959557390672351,0.9973767479535512
1.0791793227477726,1.0782079774247812
1.0464585527224204,1.0478610911778485
1.0191118862041224,1.0197420031046016
0.9449715515087697,0.9452412664490146
1.142809414234063,1.1424625492568972
1.1355174892586555,1.1354197632131489
0.961270928368031,0.9597815000572808
1.0985362795189293,1.0981493814638787
1.0517202831461472,1.0501206916415897
0.9249274994575646,0.9239985005513743
0.963425198266055,0.9632665475072602
0.9641499252430389,0.9640181686190459
0.9240978197305503,0.9240614181418266
0.8590006300539993,0.8598279033583672
1.025226364376428,1.0253886844538664
0.9989994970757303,0.998310926426862
1.133266242092937,1.13326668142401
0.9808792455580693,0.9807443207600429
1.0114010609345,1.0117086375047315
1.0792071546128394,1.0785059422056023
1.0650784625886411,1.0649464944805236
0.9913780169229244,0.9914730184184304
1.0377657117415648,1.039199512062429
1.0045635079858046,1.0028600760168869
1.0791793227477726,1.0788842889927346
0.9737765342986331,0.9725437318943917
0.8904543132771058,0.8907758129409361
1.1801416600886148,1.180209688947806
0.9169867291478789,0.917045869843576
0.9289943046777381,0.9298002197804064
0.9796690398807204,0.9776353090891986
0.957018904209162,0.9576291054295554
1.086283705008108,1.0852203423811084
